pn,pn_interchangeable,interchangeable_type,authorization_code,vendor,prefer,category
378-26-1,378-26-1,M,,,,EXP
378-27-1,378-27-1,M,,,,EXP
378-28,378-28,M,,,,EXP
378-29,378-29,M,,,,EXP
37855,37855,M,,,,CONS
378-77,378-77,M,,,,EXP
379103-004-15,379103-004-15,M,,,,EXP
379103C13,379103C13,M,,,,EXP
379103C-13,379103C-13,M,,,,ROT
379103C17,379103C17,M,,,,ROT
379103C-17,379103C-17,M,,,,ROT
379103C23,379103C-23,B,,,N,ROT
379103C23,379103C23,M,,,,ROT
379103D21,379103D-21,B,,,N,ROT
379103D21,379103C21,B,,,N,ROT
379103D21,379103C-21,B,,,N,ROT
379103D21,379103D21,M,,,,ROT
379103D23,379103D23,M,,,,ROT
379103D-23,379103D-23,M,,,,ROT
3792195-1,3792195-1,M,,OEM,,TOOL
3792195-1,SPL-922,B,,,N,TOOL
3792241-1,3792241-1,M,,,,TOOL
379552,808153,B,,,N,EXP
379552,379552,M,,,,EXP
379580-650,379580-650,M,,,,ROT
37N00001-3,37N00001-3,M,,,,TOOL
38001-10A,38001-10A,M,,,,EXP
38001-606,60B50059-606,B,,,N,EXP
38001-606,38001-606,M,,,,EXP
38001-606,60B50059-70,B,,,N,EXP
38001-607,38001-607,M,,,,EXP
38001-608,38001-608,M,,,,EXP
38001-608,60B50059-608,B,,,N,EXP
38001-608,60B50059-94,B,,,N,EXP
38001-609,38001-609,M,,,,EXP
38001-609,38001-52,B,,,N,EXP
38001-609,60B50059-609,B,,,N,EXP
38001-609,60B50059-95,B,,,N,EXP
38001-612,38001-612,M,,,,EXP
38001-612,60B50059-612,B,,,N,EXP
38001-612,60B50059-129,B,,,N,EXP
38001-614,38001-614,M,,,,CONS
38001-618,38001-618,M,,,,REP
380-053,380-053,M,,,,CONS
3800550-1,3800550-1,M,,00198,,ROT
38006-10,38006-10,M,,,,CONS
38006-11,38006-11,M,,,,CONS
38006-11,1009-11,B,,,N,CONS
38006-16,38006-16,M,,,,CONS
38006-17,38006-17,M,,,,CONS
3800702-1,3800702-1,M,,,,ROT
380-107,380-107,M,,,,EXP
380-1080-080,380-1080-080,M,,,,EXP
380-1080-280,380-1080-280,M,,,,EXP
3801-20-TYPE-B,3801-20-TYPE-B,M,,,,CONS
38013-16,38013-16,M,,,,CONS
380-142,380-142,M,,,,TOOL
3801528-1,50528-3,B,,,N,CONS
3801528-1,3801528-1,M,,,,CONS
3801528-1-50528-3,3801528-1/50528-3,B,,,N,EXP
3801528-1-50528-3,3801528-1-50528-3,M,,OEM,,EXP
380-1846-040,380-1846-040,M,,,,EXP
380-2182-000,380-2182-000,M,,,,EXP
380-2219-000,380-2219-000,M,,,,EXP
38024,38024,M,,,,EXP
3803873,3803873,M,,,,EXP
380428-10-1,380428-10-1,M,,,,ROT
3804734,3804734,M,,,,EXP
380-6273-000,380-6273-000,M,,,,EXP
380-6303-000,380-6303-000,M,,,,EXP
380716-1-12,380716-1-12,M,,,,ROT
380-7933,380-7933,M,,,,TOOL
380-7955,380-7955,M,,,,CONS
380AA003T1810A98T,380AA003T1810A98T,M,,,,EXP
380HS088M1103A,380HS088M1103A,M,,,,EXP
3810056-106,3810056-106,M,,,,ROT
3810056-108,3810056-107,B,,,,ROT
3810056-108,3810056-108,M,,,,ROT
381-1269-000,381-1269-000,M,,,,EXP
381-1285-000,381-1285-000,M,,,,EXP
381-1287-000,381-1287-000,M,,,,EXP
381-1290-000,381-1290-000,M,,,,EXP
381-1788-000,381-1788-000,M,,,,EXP
381-1790-000,381-1790-000,M,,,,EXP
381-1796-000,381-1796-000,M,,,,EXP
381-1797-000,381-1797-000,M,,,,EXP
381-1799-000,381-1799-000,M,,,,EXP
381-1801-000,381-1801-000,M,,,,EXP
381-1802-000,381-1802-000,M,,,,EXP
381-1803-000,381-1803-000,M,,,,EXP
381-1846-020,381-1846-020,M,,,,EXP
381-1846-030,381-1846-030,M,,,,EXP
381-1846-040,381-1846-040,M,,,,EXP
381-1846-050,381-1846-050,M,,,,EXP
381-1846-060,381-1846-060,M,,,,EXP
381-1846-070,381-1846-070,M,,,,EXP
381-1846-080,381-1846-080,M,,,,EXP
381-1846-090,381-1846-090,M,,,,EXP
381-1846-100,381-1846-100,M,,,,EXP
381-1846-110,381-1846-110,M,,,,EXP
381-1846-120,381-1846-120,M,,,,EXP
381-1846-130,381-1846-130,M,,,,EXP
381-1849-010,381-1849-010,M,,,,EXP
381-1850-010,381-1850-010,M,,,,EXP
381-1853-060,RT24C2P501,B,,,N,EXP
381-1853-060,381-1853-060,M,,,,EXP
381-1853-070,381-1853-070,M,,,,EXP
381-1853-080,RT24C2P202,B,,,N,EXP
381-1853-080,381-1853-080,M,,,,EXP
381-1853-090,381-1853-090,M,,,,EXP
381-1853-090,RT24C2P502,B,,,N,EXP
381-1853-100,381-1853-100,M,,,,EXP
381-1853-100,RT24C2P103,B,,,N,EXP
381-1853-160,381-1853-160,M,,,,EXP
381-1853-160,RT24C2W501,B,,,N,EXP
381-1853-170,RT24C2W102,B,,,N,EXP
381-1853-170,381-1853-170,M,,,,EXP
381-1853-180,RT24C2W202,B,,,N,EXP
381-1853-180,381-1853-180,M,,,,EXP
381-1853-190,RT24C2W502,B,,,N,EXP
381-1853-190,381-1853-190,M,,,,EXP
381-1853-200,381-1853-200,M,,,,EXP
381-1853-290,381-1853-290,M,,,,EXP
381-1853-290,RT24C2X502,B,,,N,EXP
381-1853-300,RT24C2X103,B,,,N,EXP
381-1853-300,381-1853-300,M,,,,EXP
381-1853-360,381-1853-360,M,,,,EXP
381-1853-390,381-1853-390,M,,,,EXP
38120001,38120001,M,,,,TOOL
381200-1001,381200-1001,M,,,,ROT
381200-1003,381200-1003,M,,,,ROT
381800-1005,381800-1005,M,,,,ROT
382,382,M,,,,EXP
382,WL-382,B,,,N,EXP
382000-1001,382000-1001,M,,,,ROT
3820007-106,3820007-106,M,,OEM,,ROT
382-0051-050,382-0051-050,M,,,,EXP
38222-3,38222-3,M,,,,EXP
3822341-5,3822341-5,M,,59364,,ROT
3822348-1,3822348-1,M,,HONEYWELL,,ROT
3822400-5,3822400-5,M,,,,ROT
3822536-1,3822536-1,M,,,,ROT
3822611-1,3822611-1,M,,59364,,ROT
3822612-1,3822612-1,M,,59364,,ROT
38252-12,38252-12,M,,,,EXP
38283,38241,B,,,N,EXP
38283,38283,M,,,,EXP
38297,38297,M,,,,EXP
382AS15,382AS15,M,,,,EXP
3830416-1,3830416-1,M,,,,ROT
383075,383075,M,,,,TOOL
3830A1,3830A1,M,,,,TOOL
3832A11,3832A11,M,,,,TOOL
38333,38333,M,,,,EXP
3836K11,3836K11,M,,,,TOOL
3836K21,3836K21,M,,,,TOOL
38390,38390,M,,,,EXP
383900-1007,383900-1007,M,,UPLOAD,,ROT
383900-1011,383900-1011,M,,UPLOAD,N,ROT
3840165-4,3840165-4,M,,,,ROT
384022-5-1,384022-5-1,M,,,,ROT
3842152-1,3842152-1,M,,59364,,ROT
3842156-1,3842156-1,M,,59364,,ROT
3842160-6,3842160-6,M,,59364,,ROT
3842360-1-789,3842360-1-789,M,,,,ROT
3846K23,3846K23,M,,,,TOOL
3847K28,3847K28,M,,,,CONS
385-604,385-604,M,,,,CONS
385-660,385-660,M,,,,CONS
3857K71,3857K71,M,,,,TOOL
3860060-102,3860060-102,M,,,,ROT
3860061-102,3860061-102,M,,,,ROT
386-0235-600,B747-ADSB-900,B,,,N,KIT
386-0235-600,386-0235-600,M,,,,KIT
386-0235-610,386-0235-610,M,,,,KIT
386-0235-610,B747ADSB901,B,,,N,KIT
386-0235-610,B747-ADSB-901,B,,,N,KIT
3861490-102,3861490-102,M,,,,REP
3861490-103,3861490-103,M,,,,EXP
3861492-101,3861492-101,M,,,,REP
3861492-102,3861492-102,M,,,,REP
3861494-102,3861494-102,M,,,,EXP
3861496-101,3861496-101,M,,,,EXP
3861497-101,3861497-101,M,,,,EXP
3861498-101,3861498-101,M,,,,EXP
3861499-103,3861499-103,M,,,,EXP
3861501-101,3861501-101,M,,,,REP
3861501-102,3861501-102,M,,,,REP
3861502-102,3861502-102,M,,,,EXP
3861503-101,3861503-101,M,,,,EXP
3861504-101,3861504-101,M,,,,EXP
3861542-101,3861542-101,M,,,,EXP
3861544-101,3861544-101,M,,,,EXP
3861544-101-1,3861544-101-1,M,,,,EXP
3861544-101-2,3861544-101-2,M,,,,EXP
3861544-101-3,3861544-101-3,M,,,,EXP
3861544-101-4,3861544-101-4,M,,,,EXP
3861544-101-5,3861544-101-5,M,,,,EXP
3861544-101-6,3861544-101-6,M,,,,EXP
3861545-101,3861545-101,M,,,,EXP
3861545-101-1,3861545-101-1,M,,,,EXP
3861545-101-2,3861545-101-2,M,,,,EXP
3861545-101-3,3861545-101-3,M,,,,EXP
3861545-101-4,3861545-101-4,M,,,,EXP
3861545-101-5,3861545-101-5,M,,,,EXP
3861545-101-6,3861545-101-6,M,,,,EXP
3861546-101,3861546-101,M,,,,EXP
3861546-101-1,3861546-101-1,M,,,,EXP
3861546-101-2,3861546-101-2,M,,,,EXP
3861546-101-3,3861546-101-3,M,,,,EXP
3861546-101-4,3861546-101-4,M,,,,EXP
3861546-101-5,3861546-101-5,M,,,,EXP
3861546-101-6,3861546-101-6,M,,,,EXP
386156,386156,M,,,,TOOL
3861564-101,3861564-101,M,,,,EXP
3861617-101,3861617-101,M,,,,EXP
3862,V27200-3632,B,,,N,ROT
3862,3862,M,,,,ROT
3862CBD7-502A,WP8836,B,,,N,EXP
3862CBD7-502A,3862CBD7-502A,M,,,,EXP
3862T15,3862T15,M,,,,CONS
3862T51,3862T51,M,,,,CONS
3862T53,3862T53,M,,,,CONS
3862T54,3862T54,M,,,,CONS
3863353-1,3863353-1,M,,OEM,,ROT
38676,38676,M,,,,EXP
386-XXXX-XXX,386-XXXX-XXX,M,,,,KIT
387,387,M,,,,CONS
387,WL-387BP,B,,,N,CONS
3870075-101,3870075-101,M,,,,ROT
387-010-618,387-010-618,M,,,,TOOLSER
3871069-102,3871069-102,M,,,,EXP
387388,AS3209-030,B,,,N,EXP
387388,MS9388-030,B,,,N,EXP
387388,M83248-1-030,B,,,N,EXP
387388,387388,M,,,,EXP
3876212-1,3876212-1,M,,59364,,ROT
3876214-2,3876214-2,M,,59364,,ROT
3876217-1,3876217-1,M,,59364,,ROT
3876218-1,3876218-1,M,,59364,,ROT
3876219-2,3876219-2,M,,59364,,ROT
3876223-1,3876223-1,M,,OEM,,ROT
3876225-2,3876225-2,M,,,,ROT
3876226-1,3876226-1,M,,,,ROT
3876227-2,3876227-2,M,,,,ROT
3876237-1,3876237-1,M,,99193,,CONS
3876255-2,3876255-2,M,,99193,,ROT
3876271-1,3876271-1,M,,,,ROT
3876287-1,3876287-1,M,,,,ROT
3876298-3,3876298-3,M,,,,ROT
3879A6,3879A6,M,,,,CONS
3879K63,3879K63,M,,,,TOOL
387AC032NF0803A1,387AC032NF0803A1,M,,,,EXP
387AS15,387AS15,M,,,,CONS
387AS15,M6363-8-7AS15,B,,,,CONS
387HA088M1706,387HA088M1706,M,,,,EXP
387HS088M1102,387HS088M1102,M,,,,EXP
387HS088M1103A,387HS088M1103A,M,,,,EXP
388,388,M,,,,EXP
38-805,38-805,M,,,,ROT
3880938-1,3880938-1,M,,,,CONS
3880X3710,3880X3710,M,,,,TOOL
388-158,388-158,M,,,,CONS
388223,388223,M,,,,EXP
388223,388223B,B,,,N,EXP
388223,MS9388-037,B,,,N,EXP
3883,3883,M,,,,CONS
3883499-3,3883499-3,M,,59364,,ROT
3884292-2,3884292-2,M,,,,EXP
3884863-7,3884863-7,M,,59364,,ROT
3884966-1,3884966-1,M,,0001,,EXP
3884966-2,3884966-2,M,,0001,,EXP
3884980-3,3884980-3,M,,BOEING CA,,EXP
3884984-3,3884984-3,M,,BOEING CA,,EXP
3885004-1,3885004-1,M,,OEM,,ROT
3886188-2,3886188-2,M,,99193,,ROT
3886188-3,3886188-3,M,,,,ROT
3888058-5,3888058-5,M,,,,ROT
3888210-1,3888210-1,M,,,,EXP
3888275-10,3888275-10,M,,59364,,ROT
3888448-1,3888448-1,M,,,,ROT
3888448-2,3888448-2,M,,00000,,ROT
3888449-1,3888449-1,M,,00000,,ROT
3888449-2,3888449-2,M,,,,ROT
388BJM,523766,B,,,N,EXP
388BJM,388BJM,M,,,,EXP
388BJM,571034,B,,,N,EXP
3890010-103,3890010-103,M,,,,ROT
3890010-103,10-62092-3,B,,,N,ROT
389-058-060,389-058-060,M,,,,REP
389-082-170,389-082-170,M,,,,TOOLSER
389-082-180,389-082-180,M,,,,TOOL
389-085-151,389-085-151,M,,,,TOOLSER
389-085-151,00-010012,B,,,N,TOOLSER
389-085-161,389-085-161,M,,,,TOOLSER
389-085-161,00-010013,B,,,N,TOOLSER
389-085-170,389-085-170,M,,,,TOOL
389-088-790,389-088-790,M,,,,REP
3891-3CN285,3891-3CN285,M,,,,EXP
3891430-227,3891430-227,M,,,,EXP
3891430-227,S3891430-227,B,,,N,EXP
3893,3893,M,,,,TOOL
38E36-1,38E36-1,M,,,,CONS
38KDD,38KDD,M,,,,EXP
38T,38T,M,,,,EXP
3900003,3900003,M,,,,ROT
3900003,715200-1,B,,,N,ROT
3900011,3900011,M,,,,ROT
3900057,3900057,M,,,,ROT
3900058,3900058,M,,,,ROT
3900058,3900058D,B,,,N,ROT
3900061,3900061,M,,,,ROT
3900065,3903015-01,B,,,N,ROT
3900065,3900065,M,,,,ROT
3900067,3900067,M,,,,ROT
3900069,3900069,M,,0001,,ROT
3900106,3900106,M,,,,ROT
3900212,3900212,M,,,,ROT
3900217,3900217,M,,,,ROT
3900221,3900221,M,,,,ROT
3900246,3900246,M,,,,ROT
3900248,77445,B,,,N,CONS
3900248,3900248,M,,,,CONS
3900350,3900350,M,,,,ROT
3900361,798255-1,B,,,N,ROT
3900361,3900361,M,,OEM,,ROT
3900367,3900367,M,,,,ROT
3900372,3900372,M,,,,ROT
3900394,3900394,M,,,,ROT
3900394,3900147,B,,,N,ROT
3900403,3900403,M,,,,EXP
3900405,3900405,M,,,,EXP
3900424,3911070-01,B,,,N,ROT
3900424,6860083E3,B,,,N,ROT
3900424,3900424,M,,,,ROT
3900424,55783,B,,,N,ROT
3900425,6860084E3,B,,,N,ROT
3900425,3900425,M,,,,ROT
3900425,3911072-01,B,,,N,ROT
3900425,55781,B,,,N,ROT
3900435,3900435,M,,,,EXP
3900445,3900445,M,,,,EXP
3900463,3900463,M,,,,ROT
3900617,715200-3,B,,,N,ROT
3900617,3900617,M,,,,ROT
3900624,3900624,M,,,,ROT
3900628,3900628,M,,,,EXP
3900657,3900459,B,,,N,ROT
3900657,3900657,M,,,,ROT
3900761,3900761,M,,,,REP
3900863-1,3900863-1,M,,,,EXP
3900864-01,3900864-01,M,,,,ROT
3900866-01,3900866-01,M,,,,ROT
3900912-01,3900912-01,M,,,,REP
3900913-01,3900913-01,M,,,,REP
3900953-02,3900953-02,M,,,,REP
3900959-01,3900959-01,M,,,,EXP
3900960-01,3900960-01,M,,,,ROT
3901102,3901102,M,,,,CONS
3901364-01,3901364-01,M,,,,REP
3901906-01,3901906-01,M,,,,ROT
3901959-01,3901959-01,M,,,,REP
3902010-01,3902010-01,M,,,,EXP
3902010-01,3900356,B,,,N,EXP
3902612-01,3902612-01,M,,,,REP
3902672-01,3902672-01,M,,,,REP
3902712-02,3902712-01,B,,,N,ROT
3902712-02,3902712-02,M,,,,ROT
3902756-01,3902756-01,M,,,,REP
3902762-01,3902762-01,M,,,,REP
3902768-01,3902768-01,M,,OEM,,REPSN
3902769-01,3902769-01,M,,,,REP
3902935-01,3902935-01,M,,,,REP
3903,3903,M,,,,CONS
3903071-01,3903071-01,M,,,,REP
3903079-01,3903079-01,M,,OEM,,ROT
3904K51,3904K51,M,,,,CONS
390-519,390-519,M,,,,CONS
390-527,390-527,M,,,,CONS
390-549,390-549,M,,,,CONS
390-555,390-555,M,,,,CONS
390-561,390-561,M,,,,CONS
3905X3846,3905X3846,M,,,,CONS
3905X4062,3905X4062,M,,,,TOOL
390-660-301-0,390-660-301-0,M,,,,ROT
3-906E515-80,3-906E515-80,M,,,,EXP
390725-5,7541751,B,,,N,EXP
390725-5,390725-5,M,,,,EXP
39095K73,39095K73,M,,,,TOOL
390X374,390X374,M,,,,TOOL
390X374THD,390X374THD,M,,,,TOOL
39-1,39-1,M,,,,EXP
391-0001,391-0001,M,,,,ROT
3910001-02,3910001-02,M,,,,ROT
3910001-03,3910001-03,M,,,,ROT
3910002-10,800485-2-010,B,,,,ROT
3910002-10,3910002-10,M,,,,ROT
3910002-10,S351U002-110,B,,,N,ROT
3910005-01,3910005-01,M,,,,REP
3910007-01,3910007-01,M,,,,REP
3910011-01,3910011-01,M,,,,REP
3910015-01,3910015-01,M,,,,REP
3910016-01,3910016-01,M,,,,REP
3910028-106,3910028-106,M,,UPLOAD,,ROT
3910031-106,3910031-106,M,,UPLOAD,,ROT
3910032-105,3910032-105,M,,UPLOAD,,ROT
3910036-101,3910036-101,M,,UPLOAD,,ROT
3910044-01,3910044-01,M,,,,REP
3910061-01,3910061-01,M,,,,REP
3910070-01,3910070-01,M,,,,ROT
3910112-01,3910112-01,M,,,,REP
3910117-01,3910117-01,M,,,,REP
3910162-01,3910162-01,M,,,,REP
3910221-01,3910221-01,M,,,,REP
3910227-01,3910227-01,M,,0001,,CONS
3910233-01,3910233-01,M,,,,EXP
3910290-1,3910290-1,M,,,,EXP
3910296-01,3910296-01,M,,,,EXP
3910311-01,3911196-01,B,,,N,EXP
3910311-01,3912266-01,B,,,N,EXP
3910311-01,3910311-01,M,,,,EXP
3910331-02,3910331-02,M,,,,REP
3910338-01,3910338-01,M,,OEM,,EXP
3910338-02,3910338-02,M,,,,EXP
3910351-01,50383-L,B,,,N,REP
3910351-01,3910351-01,M,,00198,,REP
391041-026,391041-026,M,,,,ROT
391041-027,391041-027,M,,,,ROT
391041-05007,391041-05007,M,,,,ROT
3910442-01,3910442-01,M,,,,CONS
391046-04128,391046-04128,M,,,,ROT
391046-04129,391046-04129,M,,,,ROT
391046-04130,391046-04130,M,,,,ROT
391046-04131,391046-04131,M,,,,ROT
391046-04133,391046-04133,M,,,,ROT
391046-04134,391046-04134,M,,,,ROT
391046-04136,391046-04136,M,,,,ROT
391046-04137,391046-04137,M,,,,ROT
391046-04138,391046-04138,M,,,,ROT
391046-05128,391046-05128,M,,,,ROT
391046-05129,391046-05129,M,,,,ROT
391046-05130,391046-05130,M,,,,ROT
391046-05131,391046-05131,M,,,,ROT
391046-05133,391046-05133,M,,,,ROT
391046-05134,391046-05134,M,,,,ROT
391046-05136,391046-05136,M,,,,ROT
391046-05137,391046-05137,M,,,,ROT
391046-05138,391046-05138,M,,,,ROT
391046-478,391046-478,M,,,,ROT
391046-479,391046-479,M,,,,ROT
391046-480,391046-480,M,,,,ROT
391046-481,391046-481,M,,,,ROT
391046-482,391046-482,M,,,,ROT
391046-483,391046-483,M,,,,ROT
391046-484,391046-484,M,,,,ROT
391046-486,391046-486,M,,,,ROT
3910467-01,3910467-01,M,,,,REP
3910480-01,3910480-01,M,,,,REP
3910514-01,3910514-01,M,,,,EXP
3910728-01,3910728-01,M,,,,REP
3910767-01,3910767-01,M,,,,EXP
3910788-01,3910788-01,M,,,,EXP
3910789-01,3910789-01,M,,,,REP
3910799-01,3910799-01,M,,,,EXP
3910802-01,3910802-01,M,,,,EXP
3910834-01,3910834-01,M,,,,REPSN
3910853-01,3910853-01,M,,,,ROT
3910863-03,3910863-03,M,,,,ROT
3910886-01,3910886-01,M,,,,REP
3910981-02,3910981-02,M,,,,ROT
3910987-01,3910987-01,M,,,,EXP
3-910S613-6,3-910S613-6,M,,,,EXP
3911008-01,3911008-01,M,,,,ROT
3911051-01,3911051-01,M,,,,REP
3911073-01,3911073-01,M,,,,REP
3911093-04,3911093-04,M,,,,EXP
3911145-01,3911145-01,M,,,,REP
3911146-01,3911146-01,M,,,,REP
3911170-01,3911170-01,M,,,,REP
3911218-02,3911218-02,M,,,,REP
3911259-01,3911259-01,M,,,,REP
3911290-01,3911290-01,M,,,,EXP
3911303-01,3911303-01,M,,,,REP
3911342-01,3911342-01,M,,,,REP
3911401-01,3911401-01,M,,,,ROT
3911404-01,3911404-01,M,,,,ROT
3911405-01,3911405-01,M,,,,EXP
3911415-01,3911415-01,M,,,,REP
3911418-01,3911418-01,M,,,,ROT
3911432-01,3911432-01,M,,,,REP
3911441-01,3911441-01,M,,,,EXP
3911466-01,3911466-01,M,,,,EXP
3911933-01,3902925-01,B,,,N,EXP
3911933-01,3910568-01,B,,,N,EXP
3911933-01,3911933-01,M,,,,EXP
3911938-01,3911938-01,M,,,,REP
3911957-01,3911957-01,M,,00198,,EXP
3911963-01,3911963-01,M,,,,EXP
3911985-01,3911985-01,M,,,,REP
3911987-01,3911987-01,M,,,,ROT
3911987-02,3911987-02,M,,,,ROT
3911988-01,3911988-01,M,,,,ROT
3911988-02,3911988-02,M,,,,EXP
3911991-01,3900672,B,,,N,ROT
3911991-01,3900473,B,,,N,ROT
3911991-01,3911991-01,M,,00198,,ROT
3911991-01,3911991-01B,B,,,N,ROT
3911991-01,3911991-01A,B,,,N,ROT
3911998-01,3911998-01,M,,,,REP
3912024-01,3912024-01,M,,,,REPSN
3912040-01,3912040-01,M,,,,REP
3912055-01,800953-2,B,,,N,ROT
3912055-01,3912055-01,M,,,,ROT
3912055-01,3900478,B,,,N,ROT
3912055-02,3912055-02,M,,,,REP
3912056-01,3912056-01,M,,,,ROT
3912057-01,3912057-01,M,,,,ROT
3912063-05,3912063-01,B,,,N,REP
3912063-05,3912063-05,M,,,,REP
3912063-05,3912225-01,B,,,N,REP
3912071-01,3912071-01,M,,,,REP
3912072-01,3912072-01,M,,,,REP
3912073-01,3912073-01,M,,,,REP
3912074-01,3912074-01,M,,,,REP
3912083-01,3912083-01,M,,,,REP
3912087-01,3912087-01,M,,,,EXP
3912087-01,3912081-01A,B,,,N,EXP
3912134-01,3912134-01,M,,,,EXP
3912144-01,3912144-01,M,,,,ROT
3912151-01,3912151-01,M,,,,ROT
3912151-01,3900391,B,,,N,ROT
3912154-01,3912154-01,M,,0001,,EXP
3912157-01,3912157-01,M,,,,EXP
3912158-01,3910068-01,B,,,N,ROT
3912158-01,3912158-01,M,,,,ROT
3912158-01,3911385-01,B,,,N,ROT
3912159,3912159,M,,,,ROT
3912159-01,3912159-01,M,,,,ROT
3912164-01,3912164-01,M,,,,ROT
3912186-03,801053-4L8,B,,,N,ROT
3912186-03,801053-2,B,,,N,ROT
3912186-03,801053-4L9,B,,,N,ROT
3912186-03,3912186-03,M,,,,ROT
3912186-03,801053-1,B,,,N,ROT
3912186-03,801053-4,B,,,,ROT
3912187-01,3912187-01,M,,,,ROT
3912187-01,26375-2,B,,,,ROT
3912188-01,3912188-01,M,,,,ROT
3912218-01,3912218-01,M,,,,REP
3912232-02,3912232-02,M,,,,ROT
3912232-02,800954-6,B,,,,ROT
3912233-01,3912233-01,M,,,,ROT
3912235-01,3912235-01,M,,,,ROT
3912235-02,3912235-02,M,,,,REP
3912236-01,3912236-01,M,,,,EXP
3912272-01,3910098-01,B,,,N,EXP
3912272-01,3912272-01,M,,,,EXP
39-164,39-164,M,,,,CONS
3920X3870,3920X3870,M,,,,TOOL
39-217,39-217,M,,,,EXP
39-2319,39-2319,M,,,,CONS
392678-3-1,392678-3-1,M,,,,ROT
3926T44,3926T44,M,,VENTURA,,EXP
39292,39292,M,,,,TOOL
3930007-106,3930007-106,M,,UPLOAD,,ROT
3930021-106,3930021-106,M,,UPLOAD,,ROT
3930027-102,3930027-102,M,,,,ROT
39-353,39-353,M,,,,ROT
39-353500,39-353500,M,,,,EXP
3-93722,3-93722,M,,V81205,,EXP
3-93722-1,3-93722-1,M,,V81205,,EXP
3-93722-2,3-93722-2,M,,81205,,EXP
3939729-501,3939729-501,M,,,,EXP
394-0793,394-0793,M,,,,CONS
394-0822,394-0822,M,,,,CONS
394-0844,394-0844,M,,,,CONS
394100-1001,394100-1001,M,,,,ROT
394100-1003,394100-1003,M,,,,ROT
3944K115,3944K115,M,,,,TOOL
3950,3950,M,,,,CONS
395-049,395-049,M,,,,EXP
39-521,39-521,M,,,,ROT
39-525-1,39-525-1,M,,,,ROT
39-525-3,39-525-3,M,,,,ROT
39538,39538,M,,,,EXP
3961502-102,3961502-102,M,,,,EXP
39-617,39-617,M,,,,ROT
396442-1,396442-1,M,,,,ROT
396498-2,396498-2,M,,,,ROT
396608-1,396608-1,M,,,,ROT
397300-5,397300-5,M,,,,EXP
39-777-1,39-777-1,M,,,,ROT
397860-5,397860-5,M,,,,ROT
397868-1-1,397868-1-1,M,,,,ROT
397892-1,397892-1,M,,,,ROT
397-938,397-938,M,,,,CONS
398-278,398-278,M,,,,CONS
398310-4-1,398310-3-1,B,,,N,ROT
398310-4-1,398310-4-1,M,,,,ROT
398310-4-1,398310-2-2,B,,,N,ROT
398310-4-1,398310-2-1,B,,,N,ROT
398310-4-1,398310-5-1,B,,,,ROT
398774-7,398774-5,B,,,N,ROT
398774-7,398774-7,M,,,,ROT
398774-9,398774-9,M,,,,ROT
39888,39888,M,,,,TOOL
398908-3,398908-6,B,,,N,ROT
398908-3,398908-3,M,,,,ROT
398908-3,398908-5,B,,,N,ROT
398908-4,398908-4,M,,,,ROT
398FR2,398FR2,M,,,,CONS
398FR4,398FR4,M,,,,CONS
399571-13,399571-13,M,,,,REP
399-625,399-625,M,,,,CONS
39B168-1-C,39B168-1-B,B,,,N,ROT
39B168-1-C,39B168-1-C,M,,,,ROT
39B168-1-C,39B168-1B,B,,,,ROT
39B168-1-C,39B168-1C,B,,,,ROT
3A001-0477,3A001-0477,M,,,,EXP
3A001-0483,3A001-0483,M,,,,EXP
3A001-0927,3A001-0927,M,,OEM,,EXP
3A001-1361,3A001-1361,M,,,,EXP
3A001-1871,3A001-1871,M,,,,EXP
3A001-1875,3A001-1875,M,,,,EXP
3A020-0115,3A020-0115,M,,,,EXP
3A020-0125,3A020-0125,M,,,,EXP
3A035-0177,3A035-0177,M,,,,EXP
3A035-0181,3A035-0181,M,,,,EXP
3A035-0191,3A035-0191,M,,,,EXP
3A035-0573,3A035-0573,M,,,,EXP
3A035-0579F,3A035-0579F,M,,,,EXP
3A035-0645,3A035-0645,M,,,,EXP
3A035-0651,3A035-0651,M,,,,EXP
3A035-0657,3A035-0657,M,,,,EXP
3A058-0101,3A058-0101,M,,,,EXP
3A058-0113,3A058-0113,M,,,,EXP
3A058-0115,3A058-0115,M,,,,EXP
3A058-0277,3A058-0277,M,,,,EXP
3A058-0455,3A058-0455,M,,,,EXP
3A058-0531,3A058-0531,M,,,,EXP
3A059-0187,3A059-0187,M,,,,EXP
3A059-0211,3A059-0211,M,,OEM,,EXP
3A063-0217,3A063-0217,M,,,,EXP
3A063-0239,3A063-0239,M,,,,EXP
3A063-0421,3A063-0421,M,,,,EXP
3A063-0487,3A063-0487,M,,,,EXP
3A078-0285,3A078-0285,M,,,,EXP
3A090-0021-02-2,3A090-0021-02-2,M,,,,ROT
3A090-0021-04-2,3A090-0021-04-2Z,B,,,N,ROT
3A090-0021-04-2,3A090-0021-02-2Z,B,,,N,ROT
3A090-0021-04-2,3A090-0021-04-2,M,,VK9075,,ROT
3A090-0021-04-2,3A090-0021-06-2,B,,,,ROT
3A090-0021-06-2Z,3A090-0021-06-2Z,M,,,,ROT
3A090-0022-02-2,3A090-0022-02-2,M,,,,ROT
3A090-0022-06-2,3A090-0022-02-2Z,B,,,N,ROT
3A090-0022-06-2,3A090-0022-06-2,M,,,,ROT
3A090-0028-01-1,3A090-0028-01-1,M,,,,ROT
